ID;Дата;Отправитель/Получатель;Тип;Фрираунды;Пользователь;Пояснение;"Сумма Реальная/Бонусная";"Баланс Реальный/Бонусный"
71027131484;"14.11.2022 16:26:07";"Quickspin&nbsp;(969)";Обычная;;2130_279402;"Выигрыш Quickspin (Golden Glyph)  ";"136.00 RUB ( 0.00 / 136.00 )";"298.30 RUB ( 0.00/298.30 )"
71027133608;"14.11.2022 16:26:08";"Quickspin&nbsp;(969)";Обычная;;2130_279402;"Ставка Quickspin (Golden Glyph)  ";"-40.00 RUB ( 0.00 / -40.00 )";"258.30 RUB ( 0.00/258.30 )"
71027143628;"14.11.2022 16:26:11";"Quickspin&nbsp;(969)";Обычная;;2130_279402;"Ставка Quickspin (Golden Glyph)  ";"-40.00 RUB ( 0.00 / -40.00 )";"218.30 RUB ( 0.00/218.30 )"
71027156452;"14.11.2022 16:26:16";"Quickspin&nbsp;(969)";Обычная;;2130_279402;"Выигрыш Quickspin (Golden Glyph)  ";"8.00 RUB ( 0.00 / 8.00 )";"226.30 RUB ( 0.00/226.30 )"
71027157952;"14.11.2022 16:26:17";"Quickspin&nbsp;(969)";Обычная;;2130_279402;"Ставка Quickspin (Golden Glyph)  ";"-40.00 RUB ( 0.00 / -40.00 )";"186.30 RUB ( 0.00/186.30 )"
71027191728;"14.11.2022 16:26:31";"Quickspin&nbsp;(969)";Обычная;;2130_279402;"Выигрыш Quickspin (Golden Glyph)  ";"110.00 RUB ( 0.00 / 110.00 )";"296.30 RUB ( 0.00/296.30 )"
71027194104;"14.11.2022 16:26:32";"Quickspin&nbsp;(969)";Обычная;;2130_279402;"Ставка Quickspin (Golden Glyph)  ";"-40.00 RUB ( 0.00 / -40.00 )";"256.30 RUB ( 0.00/256.30 )"
71027202044;"14.11.2022 16:26:35";"Quickspin&nbsp;(969)";Обычная;;2130_279402;"Ставка Quickspin (Golden Glyph)  ";"-40.00 RUB ( 0.00 / -40.00 )";"216.30 RUB ( 0.00/216.30 )"
71027211756;"14.11.2022 16:26:39";"Quickspin&nbsp;(969)";Обычная;;2130_279402;"Ставка Quickspin (Golden Glyph)  ";"-40.00 RUB ( 0.00 / -40.00 )";"176.30 RUB ( 0.00/176.30 )"
71027224504;"14.11.2022 16:26:44";"Quickspin&nbsp;(969)";Обычная;;2130_279402;"Выигрыш Quickspin (Golden Glyph)  ";"4.00 RUB ( 0.00 / 4.00 )";"180.30 RUB ( 0.00/180.30 )"
71027225852;"14.11.2022 16:26:45";"Quickspin&nbsp;(969)";Обычная;;2130_279402;"Ставка Quickspin (Golden Glyph)  ";"-40.00 RUB ( 0.00 / -40.00 )";"140.30 RUB ( 0.00/140.30 )"
71027237092;"14.11.2022 16:26:50";"Quickspin&nbsp;(969)";Обычная;;2130_279402;"Выигрыш Quickspin (Golden Glyph)  ";"40.00 RUB ( 0.00 / 40.00 )";"180.30 RUB ( 0.00/180.30 )"
71027238408;"14.11.2022 16:26:50";"Quickspin&nbsp;(969)";Обычная;;2130_279402;"Ставка Quickspin (Golden Glyph)  ";"-40.00 RUB ( 0.00 / -40.00 )";"140.30 RUB ( 0.00/140.30 )"
71027245628;"14.11.2022 16:26:53";"Quickspin&nbsp;(969)";Обычная;;2130_279402;"Ставка Quickspin (Golden Glyph)  ";"-40.00 RUB ( 0.00 / -40.00 )";"100.30 RUB ( 0.00/100.30 )"
71027297520;"14.11.2022 16:27:14";"Quickspin&nbsp;(969)";Обычная;;2130_279402;"Выигрыш Quickspin (Golden Glyph)  ";"254.00 RUB ( 0.00 / 254.00 )";"354.30 RUB ( 0.00/354.30 )"
71027300204;"14.11.2022 16:27:15";"Quickspin&nbsp;(969)";Обычная;;2130_279402;"Ставка Quickspin (Golden Glyph)  ";"-40.00 RUB ( 0.00 / -40.00 )";"314.30 RUB ( 0.00/314.30 )"
71027308140;"14.11.2022 16:27:18";"Quickspin&nbsp;(969)";Обычная;;2130_279402;"Ставка Quickspin (Golden Glyph)  ";"-40.00 RUB ( 0.00 / -40.00 )";"274.30 RUB ( 0.00/274.30 )"
71027320724;"14.11.2022 16:27:23";"Quickspin&nbsp;(969)";Обычная;;2130_279402;"Выигрыш Quickspin (Golden Glyph)  ";"40.00 RUB ( 0.00 / 40.00 )";"314.30 RUB ( 0.00/314.30 )"
71027322552;"14.11.2022 16:27:24";"Quickspin&nbsp;(969)";Обычная;;2130_279402;"Ставка Quickspin (Golden Glyph)  ";"-40.00 RUB ( 0.00 / -40.00 )";"274.30 RUB ( 0.00/274.30 )"
71027336696;"14.11.2022 16:27:29";"Quickspin&nbsp;(969)";Обычная;;2130_279402;"Выигрыш Quickspin (Golden Glyph)  ";"10.00 RUB ( 0.00 / 10.00 )";"284.30 RUB ( 0.00/284.30 )"
71027338408;"14.11.2022 16:27:30";"Quickspin&nbsp;(969)";Обычная;;2130_279402;"Ставка Quickspin (Golden Glyph)  ";"-40.00 RUB ( 0.00 / -40.00 )";"244.30 RUB ( 0.00/244.30 )"
71027346192;"14.11.2022 16:27:33";"Quickspin&nbsp;(969)";Обычная;;2130_279402;"Ставка Quickspin (Golden Glyph)  ";"-40.00 RUB ( 0.00 / -40.00 )";"204.30 RUB ( 0.00/204.30 )"
71027359344;"14.11.2022 16:27:38";"Quickspin&nbsp;(969)";Обычная;;2130_279402;"Выигрыш Quickspin (Golden Glyph)  ";"8.00 RUB ( 0.00 / 8.00 )";"212.30 RUB ( 0.00/212.30 )"
71027361764;"14.11.2022 16:27:39";"Quickspin&nbsp;(969)";Обычная;;2130_279402;"Ставка Quickspin (Golden Glyph)  ";"-40.00 RUB ( 0.00 / -40.00 )";"172.30 RUB ( 0.00/172.30 )"
71027369116;"14.11.2022 16:27:42";"Quickspin&nbsp;(969)";Обычная;;2130_279402;"Ставка Quickspin (Golden Glyph)  ";"-40.00 RUB ( 0.00 / -40.00 )";"132.30 RUB ( 0.00/132.30 )"
71027376248;"14.11.2022 16:27:45";"Quickspin&nbsp;(969)";Обычная;;2130_279402;"Ставка Quickspin (Golden Glyph)  ";"-40.00 RUB ( 0.00 / -40.00 )";"92.30 RUB ( 0.00/92.30 )"
71027384916;"14.11.2022 16:27:48";"Quickspin&nbsp;(969)";Обычная;;2130_279402;"Ставка Quickspin (Golden Glyph)  ";"-40.00 RUB ( 0.00 / -40.00 )";"52.30 RUB ( 0.00/52.30 )"
71027399204;"14.11.2022 16:27:53";"Quickspin&nbsp;(969)";Обычная;;2130_279402;"Выигрыш Quickspin (Golden Glyph)  ";"20.00 RUB ( 0.00 / 20.00 )";"72.30 RUB ( 0.00/72.30 )"
71027400560;"14.11.2022 16:27:54";"Quickspin&nbsp;(969)";Обычная;;2130_279402;"Ставка Quickspin (Golden Glyph)  ";"-40.00 RUB ( 0.00 / -40.00 )";"32.30 RUB ( 0.00/32.30 )"
71027412100;"14.11.2022 16:27:59";"Quickspin&nbsp;(969)";Обычная;;2130_279402;"Ставка Quickspin (Golden Glyph)  ";"-20.00 RUB ( 0.00 / -20.00 )";"12.30 RUB ( 0.00/12.30 )"
71027423440;"14.11.2022 16:28:04";"Quickspin&nbsp;(969)";Обычная;;2130_279402;"Выигрыш Quickspin (Golden Glyph)  ";"30.00 RUB ( 0.00 / 30.00 )";"42.30 RUB ( 0.00/42.30 )"
71027425400;"14.11.2022 16:28:04";"Quickspin&nbsp;(969)";Обычная;;2130_279402;"Ставка Quickspin (Golden Glyph)  ";"-20.00 RUB ( 0.00 / -20.00 )";"22.30 RUB ( 0.00/22.30 )"
71027434096;"14.11.2022 16:28:08";"Quickspin&nbsp;(969)";Обычная;;2130_279402;"Ставка Quickspin (Golden Glyph)  ";"-20.00 RUB ( 0.00 / -20.00 )";"2.30 RUB ( 0.00/2.30 )"
261599024;"14.11.2022 16:28:36";"Catcasino (Catcasino) (2474)";"Бонус лояльности";;2130_279402;"Списание с бонусного счета  (Monday Bonus  58030 general)  ";"-2.30 RUB";"0.00 RUB ( 0.00/0.00 )"
261600784;"14.11.2022 16:40:18";"Catcasino (Catcasino) (2474)";Обычная;;2130_279402;"Пополнение счета   <hr/>Paycos Pago P2P/2956; Date: 2022-11-14 16:39:50; nataliya326@yandex.ru; <br/>";"1 000.00 RUB";"1000.00 RUB ( 1000.00/0.00 )"
71029428880;"14.11.2022 16:41:15";"Quickspin&nbsp;(969)";Обычная;;2130_279402;"Ставка Quickspin (Golden Glyph)  ";"-40.00 RUB";"960.00 RUB ( 960.00/0.00 )"
71029436876;"14.11.2022 16:41:19";"Quickspin&nbsp;(969)";Обычная;;2130_279402;"Ставка Quickspin (Golden Glyph)  ";"-40.00 RUB";"920.00 RUB ( 920.00/0.00 )"
71029448668;"14.11.2022 16:41:24";"Quickspin&nbsp;(969)";Обычная;;2130_279402;"Выигрыш Quickspin (Golden Glyph)  ";"40.00 RUB";"960.00 RUB ( 960.00/0.00 )"
71029450600;"14.11.2022 16:41:24";"Quickspin&nbsp;(969)";Обычная;;2130_279402;"Ставка Quickspin (Golden Glyph)  ";"-40.00 RUB";"920.00 RUB ( 920.00/0.00 )"
71029458556;"14.11.2022 16:41:28";"Quickspin&nbsp;(969)";Обычная;;2130_279402;"Ставка Quickspin (Golden Glyph)  ";"-40.00 RUB";"880.00 RUB ( 880.00/0.00 )"
71029468084;"14.11.2022 16:41:31";"Quickspin&nbsp;(969)";Обычная;;2130_279402;"Ставка Quickspin (Golden Glyph)  ";"-40.00 RUB";"840.00 RUB ( 840.00/0.00 )"
71029522868;"14.11.2022 16:41:53";"Quickspin&nbsp;(969)";Обычная;;2130_279402;"Выигрыш Quickspin (Golden Glyph)  ";"46.00 RUB";"886.00 RUB ( 886.00/0.00 )"
71029526364;"14.11.2022 16:41:54";"Quickspin&nbsp;(969)";Обычная;;2130_279402;"Ставка Quickspin (Golden Glyph)  ";"-40.00 RUB";"846.00 RUB ( 846.00/0.00 )"
71029534060;"14.11.2022 16:41:57";"Quickspin&nbsp;(969)";Обычная;;2130_279402;"Ставка Quickspin (Golden Glyph)  ";"-40.00 RUB";"806.00 RUB ( 806.00/0.00 )"
71029544080;"14.11.2022 16:42:00";"Quickspin&nbsp;(969)";Обычная;;2130_279402;"Ставка Quickspin (Golden Glyph)  ";"-40.00 RUB";"766.00 RUB ( 766.00/0.00 )"
71029551168;"14.11.2022 16:42:03";"Quickspin&nbsp;(969)";Обычная;;2130_279402;"Ставка Quickspin (Golden Glyph)  ";"-40.00 RUB";"726.00 RUB ( 726.00/0.00 )"
71029581328;"14.11.2022 16:42:15";"Quickspin&nbsp;(969)";Обычная;;2130_279402;"Выигрыш Quickspin (Golden Glyph)  ";"88.00 RUB";"814.00 RUB ( 814.00/0.00 )"
71029583544;"14.11.2022 16:42:16";"Quickspin&nbsp;(969)";Обычная;;2130_279402;"Ставка Quickspin (Golden Glyph)  ";"-40.00 RUB";"774.00 RUB ( 774.00/0.00 )"
71029596016;"14.11.2022 16:42:21";"Quickspin&nbsp;(969)";Обычная;;2130_279402;"Выигрыш Quickspin (Golden Glyph)  ";"8.00 RUB";"782.00 RUB ( 782.00/0.00 )"
71029597520;"14.11.2022 16:42:21";"Quickspin&nbsp;(969)";Обычная;;2130_279402;"Ставка Quickspin (Golden Glyph)  ";"-40.00 RUB";"742.00 RUB ( 742.00/0.00 )"
71029629988;"14.11.2022 16:42:34";"Quickspin&nbsp;(969)";Обычная;;2130_279402;"Выигрыш Quickspin (Golden Glyph)  ";"78.00 RUB";"820.00 RUB ( 820.00/0.00 )"
71029631680;"14.11.2022 16:42:35";"Quickspin&nbsp;(969)";Обычная;;2130_279402;"Ставка Quickspin (Golden Glyph)  ";"-40.00 RUB";"780.00 RUB ( 780.00/0.00 )"
71029648668;"14.11.2022 16:42:40";"Quickspin&nbsp;(969)";Обычная;;2130_279402;"Выигрыш Quickspin (Golden Glyph)  ";"4.00 RUB";"784.00 RUB ( 784.00/0.00 )"
71029650280;"14.11.2022 16:42:41";"Quickspin&nbsp;(969)";Обычная;;2130_279402;"Ставка Quickspin (Golden Glyph)  ";"-40.00 RUB";"744.00 RUB ( 744.00/0.00 )"
71029657740;"14.11.2022 16:42:44";"Quickspin&nbsp;(969)";Обычная;;2130_279402;"Ставка Quickspin (Golden Glyph)  ";"-40.00 RUB";"704.00 RUB ( 704.00/0.00 )"
71029665180;"14.11.2022 16:42:47";"Quickspin&nbsp;(969)";Обычная;;2130_279402;"Ставка Quickspin (Golden Glyph)  ";"-40.00 RUB";"664.00 RUB ( 664.00/0.00 )"
71029673176;"14.11.2022 16:42:50";"Quickspin&nbsp;(969)";Обычная;;2130_279402;"Ставка Quickspin (Golden Glyph)  ";"-40.00 RUB";"624.00 RUB ( 624.00/0.00 )"
71029707056;"14.11.2022 16:43:04";"Quickspin&nbsp;(969)";Обычная;;2130_279402;"Выигрыш Quickspin (Golden Glyph)  ";"58.00 RUB";"682.00 RUB ( 682.00/0.00 )"
71029708500;"14.11.2022 16:43:04";"Quickspin&nbsp;(969)";Обычная;;2130_279402;"Ставка Quickspin (Golden Glyph)  ";"-40.00 RUB";"642.00 RUB ( 642.00/0.00 )"
71029717788;"14.11.2022 16:43:08";"Quickspin&nbsp;(969)";Обычная;;2130_279402;"Ставка Quickspin (Golden Glyph)  ";"-40.00 RUB";"602.00 RUB ( 602.00/0.00 )"
71029748404;"14.11.2022 16:43:20";"Quickspin&nbsp;(969)";Обычная;;2130_279402;"Выигрыш Quickspin (Golden Glyph)  ";"50.00 RUB";"652.00 RUB ( 652.00/0.00 )"
71029750548;"14.11.2022 16:43:21";"Quickspin&nbsp;(969)";Обычная;;2130_279402;"Ставка Quickspin (Golden Glyph)  ";"-40.00 RUB";"612.00 RUB ( 612.00/0.00 )"
71029764996;"14.11.2022 16:43:25";"Quickspin&nbsp;(969)";Обычная;;2130_279402;"Выигрыш Quickspin (Golden Glyph)  ";"40.00 RUB";"652.00 RUB ( 652.00/0.00 )"
71029768652;"14.11.2022 16:43:27";"Quickspin&nbsp;(969)";Обычная;;2130_279402;"Ставка Quickspin (Golden Glyph)  ";"-40.00 RUB";"612.00 RUB ( 612.00/0.00 )"
71029779716;"14.11.2022 16:43:31";"Quickspin&nbsp;(969)";Обычная;;2130_279402;"Ставка Quickspin (Golden Glyph)  ";"-40.00 RUB";"572.00 RUB ( 572.00/0.00 )"
71029879036;"14.11.2022 16:44:09";"Quickspin&nbsp;(969)";Обычная;;2130_279402;"Выигрыш Quickspin (Golden Glyph)  ";"172.00 RUB";"744.00 RUB ( 744.00/0.00 )"
71029881848;"14.11.2022 16:44:09";"Quickspin&nbsp;(969)";Обычная;;2130_279402;"Ставка Quickspin (Golden Glyph)  ";"-40.00 RUB";"704.00 RUB ( 704.00/0.00 )"
71029891476;"14.11.2022 16:44:13";"Quickspin&nbsp;(969)";Обычная;;2130_279402;"Ставка Quickspin (Golden Glyph)  ";"-40.00 RUB";"664.00 RUB ( 664.00/0.00 )"
71029906992;"14.11.2022 16:44:18";"Quickspin&nbsp;(969)";Обычная;;2130_279402;"Выигрыш Quickspin (Golden Glyph)  ";"4.00 RUB";"668.00 RUB ( 668.00/0.00 )"
71029909104;"14.11.2022 16:44:19";"Quickspin&nbsp;(969)";Обычная;;2130_279402;"Ставка Quickspin (Golden Glyph)  ";"-40.00 RUB";"628.00 RUB ( 628.00/0.00 )"
71029917060;"14.11.2022 16:44:22";"Quickspin&nbsp;(969)";Обычная;;2130_279402;"Ставка Quickspin (Golden Glyph)  ";"-40.00 RUB";"588.00 RUB ( 588.00/0.00 )"
71029924908;"14.11.2022 16:44:25";"Quickspin&nbsp;(969)";Обычная;;2130_279402;"Ставка Quickspin (Golden Glyph)  ";"-40.00 RUB";"548.00 RUB ( 548.00/0.00 )"
71029942560;"14.11.2022 16:44:31";"Quickspin&nbsp;(969)";Обычная;;2130_279402;"Выигрыш Quickspin (Golden Glyph)  ";"52.00 RUB";"600.00 RUB ( 600.00/0.00 )"
71029944060;"14.11.2022 16:44:32";"Quickspin&nbsp;(969)";Обычная;;2130_279402;"Ставка Quickspin (Golden Glyph)  ";"-40.00 RUB";"560.00 RUB ( 560.00/0.00 )"
71029982396;"14.11.2022 16:44:46";"Quickspin&nbsp;(969)";Обычная;;2130_279402;"Выигрыш Quickspin (Golden Glyph)  ";"32.00 RUB";"592.00 RUB ( 592.00/0.00 )"
71029985324;"14.11.2022 16:44:47";"Quickspin&nbsp;(969)";Обычная;;2130_279402;"Ставка Quickspin (Golden Glyph)  ";"-40.00 RUB";"552.00 RUB ( 552.00/0.00 )"
71030008432;"14.11.2022 16:44:56";"Quickspin&nbsp;(969)";Обычная;;2130_279402;"Выигрыш Quickspin (Golden Glyph)  ";"68.00 RUB";"620.00 RUB ( 620.00/0.00 )"
71030010548;"14.11.2022 16:44:57";"Quickspin&nbsp;(969)";Обычная;;2130_279402;"Ставка Quickspin (Golden Glyph)  ";"-40.00 RUB";"580.00 RUB ( 580.00/0.00 )"
71030018580;"14.11.2022 16:45:00";"Quickspin&nbsp;(969)";Обычная;;2130_279402;"Ставка Quickspin (Golden Glyph)  ";"-40.00 RUB";"540.00 RUB ( 540.00/0.00 )"
71030026800;"14.11.2022 16:45:03";"Quickspin&nbsp;(969)";Обычная;;2130_279402;"Ставка Quickspin (Golden Glyph)  ";"-40.00 RUB";"500.00 RUB ( 500.00/0.00 )"
71030042960;"14.11.2022 16:45:09";"Quickspin&nbsp;(969)";Обычная;;2130_279402;"Выигрыш Quickspin (Golden Glyph)  ";"48.00 RUB";"548.00 RUB ( 548.00/0.00 )"
71030044732;"14.11.2022 16:45:09";"Quickspin&nbsp;(969)";Обычная;;2130_279402;"Ставка Quickspin (Golden Glyph)  ";"-40.00 RUB";"508.00 RUB ( 508.00/0.00 )"
71030054432;"14.11.2022 16:45:13";"Quickspin&nbsp;(969)";Обычная;;2130_279402;"Ставка Quickspin (Golden Glyph)  ";"-40.00 RUB";"468.00 RUB ( 468.00/0.00 )"
71030065612;"14.11.2022 16:45:16";"Quickspin&nbsp;(969)";Обычная;;2130_279402;"Ставка Quickspin (Golden Glyph)  ";"-40.00 RUB";"428.00 RUB ( 428.00/0.00 )"
71030074580;"14.11.2022 16:45:19";"Quickspin&nbsp;(969)";Обычная;;2130_279402;"Ставка Quickspin (Golden Glyph)  ";"-40.00 RUB";"388.00 RUB ( 388.00/0.00 )"
71030082568;"14.11.2022 16:45:22";"Quickspin&nbsp;(969)";Обычная;;2130_279402;"Ставка Quickspin (Golden Glyph)  ";"-40.00 RUB";"348.00 RUB ( 348.00/0.00 )"
71030090700;"14.11.2022 16:45:26";"Quickspin&nbsp;(969)";Обычная;;2130_279402;"Ставка Quickspin (Golden Glyph)  ";"-40.00 RUB";"308.00 RUB ( 308.00/0.00 )"
71030138844;"14.11.2022 16:45:44";"Quickspin&nbsp;(969)";Обычная;;2130_279402;"Выигрыш Quickspin (Golden Glyph)  ";"32.00 RUB";"340.00 RUB ( 340.00/0.00 )"
71030141364;"14.11.2022 16:45:45";"Quickspin&nbsp;(969)";Обычная;;2130_279402;"Ставка Quickspin (Golden Glyph)  ";"-40.00 RUB";"300.00 RUB ( 300.00/0.00 )"
71030150904;"14.11.2022 16:45:48";"Quickspin&nbsp;(969)";Обычная;;2130_279402;"Ставка Quickspin (Golden Glyph)  ";"-40.00 RUB";"260.00 RUB ( 260.00/0.00 )"
71030162764;"14.11.2022 16:45:53";"Quickspin&nbsp;(969)";Обычная;;2130_279402;"Выигрыш Quickspin (Golden Glyph)  ";"16.00 RUB";"276.00 RUB ( 276.00/0.00 )"
71030164116;"14.11.2022 16:45:53";"Quickspin&nbsp;(969)";Обычная;;2130_279402;"Ставка Quickspin (Golden Glyph)  ";"-40.00 RUB";"236.00 RUB ( 236.00/0.00 )"
71030181224;"14.11.2022 16:46:00";"Quickspin&nbsp;(969)";Обычная;;2130_279402;"Выигрыш Quickspin (Golden Glyph)  ";"8.00 RUB";"244.00 RUB ( 244.00/0.00 )"
71030182888;"14.11.2022 16:46:00";"Quickspin&nbsp;(969)";Обычная;;2130_279402;"Ставка Quickspin (Golden Glyph)  ";"-40.00 RUB";"204.00 RUB ( 204.00/0.00 )"
71030192784;"14.11.2022 16:46:04";"Quickspin&nbsp;(969)";Обычная;;2130_279402;"Ставка Quickspin (Golden Glyph)  ";"-40.00 RUB";"164.00 RUB ( 164.00/0.00 )"
71030224448;"14.11.2022 16:46:16";"Quickspin&nbsp;(969)";Обычная;;2130_279402;"Выигрыш Quickspin (Golden Glyph)  ";"130.00 RUB";"294.00 RUB ( 294.00/0.00 )"
71030226252;"14.11.2022 16:46:16";"Quickspin&nbsp;(969)";Обычная;;2130_279402;"Ставка Quickspin (Golden Glyph)  ";"-40.00 RUB";"254.00 RUB ( 254.00/0.00 )"
71030824908;"14.11.2022 16:50:00";"Quickspin&nbsp;(969)";Обычная;;2130_279402;"Выигрыш Quickspin (Golden Glyph)  ";"1 170.00 RUB";"1424.00 RUB ( 1424.00/0.00 )"
71030827252;"14.11.2022 16:50:01";"Quickspin&nbsp;(969)";Обычная;;2130_279402;"Ставка Quickspin (Golden Glyph)  ";"-40.00 RUB";"1384.00 RUB ( 1384.00/0.00 )"
71030835348;"14.11.2022 16:50:05";"Quickspin&nbsp;(969)";Обычная;;2130_279402;"Ставка Quickspin (Golden Glyph)  ";"-40.00 RUB";"1344.00 RUB ( 1344.00/0.00 )"
71030851540;"14.11.2022 16:50:10";"Quickspin&nbsp;(969)";Обычная;;2130_279402;"Выигрыш Quickspin (Golden Glyph)  ";"40.00 RUB";"1384.00 RUB ( 1384.00/0.00 )"
71030852940;"14.11.2022 16:50:11";"Quickspin&nbsp;(969)";Обычная;;2130_279402;"Ставка Quickspin (Golden Glyph)  ";"-40.00 RUB";"1344.00 RUB ( 1344.00/0.00 )"
71031368008;"14.11.2022 16:53:27";"Quickspin&nbsp;(969)";Обычная;;2130_279402;"Выигрыш Quickspin (Golden Glyph)  ";"2 194.00 RUB";"3538.00 RUB ( 3538.00/0.00 )"
71031370892;"14.11.2022 16:53:28";"Quickspin&nbsp;(969)";Обычная;;2130_279402;"Ставка Quickspin (Golden Glyph)  ";"-40.00 RUB";"3498.00 RUB ( 3498.00/0.00 )"
71031379968;"14.11.2022 16:53:31";"Quickspin&nbsp;(969)";Обычная;;2130_279402;"Ставка Quickspin (Golden Glyph)  ";"-40.00 RUB";"3458.00 RUB ( 3458.00/0.00 )"
71031393112;"14.11.2022 16:53:36";"Quickspin&nbsp;(969)";Обычная;;2130_279402;"Ставка Quickspin (Golden Glyph)  ";"-60.00 RUB";"3398.00 RUB ( 3398.00/0.00 )"
71031407244;"14.11.2022 16:53:42";"Quickspin&nbsp;(969)";Обычная;;2130_279402;"Выигрыш Quickspin (Golden Glyph)  ";"60.00 RUB";"3458.00 RUB ( 3458.00/0.00 )"
71031408624;"14.11.2022 16:53:42";"Quickspin&nbsp;(969)";Обычная;;2130_279402;"Ставка Quickspin (Golden Glyph)  ";"-60.00 RUB";"3398.00 RUB ( 3398.00/0.00 )"
71031418028;"14.11.2022 16:53:46";"Quickspin&nbsp;(969)";Обычная;;2130_279402;"Ставка Quickspin (Golden Glyph)  ";"-60.00 RUB";"3338.00 RUB ( 3338.00/0.00 )"
71031426508;"14.11.2022 16:53:49";"Quickspin&nbsp;(969)";Обычная;;2130_279402;"Ставка Quickspin (Golden Glyph)  ";"-60.00 RUB";"3278.00 RUB ( 3278.00/0.00 )"
71031434488;"14.11.2022 16:53:52";"Quickspin&nbsp;(969)";Обычная;;2130_279402;"Ставка Quickspin (Golden Glyph)  ";"-60.00 RUB";"3218.00 RUB ( 3218.00/0.00 )"
71031452760;"14.11.2022 16:53:59";"Quickspin&nbsp;(969)";Обычная;;2130_279402;"Выигрыш Quickspin (Golden Glyph)  ";"66.00 RUB";"3284.00 RUB ( 3284.00/0.00 )"
71031454312;"14.11.2022 16:53:59";"Quickspin&nbsp;(969)";Обычная;;2130_279402;"Ставка Quickspin (Golden Glyph)  ";"-60.00 RUB";"3224.00 RUB ( 3224.00/0.00 )"
71031466656;"14.11.2022 16:54:04";"Quickspin&nbsp;(969)";Обычная;;2130_279402;"Выигрыш Quickspin (Golden Glyph)  ";"60.00 RUB";"3284.00 RUB ( 3284.00/0.00 )"
71031468164;"14.11.2022 16:54:05";"Quickspin&nbsp;(969)";Обычная;;2130_279402;"Ставка Quickspin (Golden Glyph)  ";"-60.00 RUB";"3224.00 RUB ( 3224.00/0.00 )"
71031500452;"14.11.2022 16:54:18";"Quickspin&nbsp;(969)";Обычная;;2130_279402;"Выигрыш Quickspin (Golden Glyph)  ";"201.00 RUB";"3425.00 RUB ( 3425.00/0.00 )"
71031501628;"14.11.2022 16:54:18";"Quickspin&nbsp;(969)";Обычная;;2130_279402;"Ставка Quickspin (Golden Glyph)  ";"-60.00 RUB";"3365.00 RUB ( 3365.00/0.00 )"
71031510656;"14.11.2022 16:54:22";"Quickspin&nbsp;(969)";Обычная;;2130_279402;"Ставка Quickspin (Golden Glyph)  ";"-60.00 RUB";"3305.00 RUB ( 3305.00/0.00 )"
71031520664;"14.11.2022 16:54:25";"Quickspin&nbsp;(969)";Обычная;;2130_279402;"Ставка Quickspin (Golden Glyph)  ";"-60.00 RUB";"3245.00 RUB ( 3245.00/0.00 )"
71031567028;"14.11.2022 16:54:43";"Quickspin&nbsp;(969)";Обычная;;2130_279402;"Выигрыш Quickspin (Golden Glyph)  ";"114.00 RUB";"3359.00 RUB ( 3359.00/0.00 )"
71031569736;"14.11.2022 16:54:44";"Quickspin&nbsp;(969)";Обычная;;2130_279402;"Ставка Quickspin (Golden Glyph)  ";"-60.00 RUB";"3299.00 RUB ( 3299.00/0.00 )"
71031578940;"14.11.2022 16:54:48";"Quickspin&nbsp;(969)";Обычная;;2130_279402;"Ставка Quickspin (Golden Glyph)  ";"-60.00 RUB";"3239.00 RUB ( 3239.00/0.00 )"
71031590188;"14.11.2022 16:54:51";"Quickspin&nbsp;(969)";Обычная;;2130_279402;"Ставка Quickspin (Golden Glyph)  ";"-60.00 RUB";"3179.00 RUB ( 3179.00/0.00 )"
71031598268;"14.11.2022 16:54:54";"Quickspin&nbsp;(969)";Обычная;;2130_279402;"Ставка Quickspin (Golden Glyph)  ";"-60.00 RUB";"3119.00 RUB ( 3119.00/0.00 )"
71031607892;"14.11.2022 16:54:58";"Quickspin&nbsp;(969)";Обычная;;2130_279402;"Ставка Quickspin (Golden Glyph)  ";"-60.00 RUB";"3059.00 RUB ( 3059.00/0.00 )"
71031666404;"14.11.2022 16:55:20";"Quickspin&nbsp;(969)";Обычная;;2130_279402;"Выигрыш Quickspin (Golden Glyph)  ";"255.00 RUB";"3314.00 RUB ( 3314.00/0.00 )"
71031667884;"14.11.2022 16:55:21";"Quickspin&nbsp;(969)";Обычная;;2130_279402;"Ставка Quickspin (Golden Glyph)  ";"-60.00 RUB";"3254.00 RUB ( 3254.00/0.00 )"
71031676180;"14.11.2022 16:55:24";"Quickspin&nbsp;(969)";Обычная;;2130_279402;"Ставка Quickspin (Golden Glyph)  ";"-60.00 RUB";"3194.00 RUB ( 3194.00/0.00 )"
71031683064;"14.11.2022 16:55:27";"Quickspin&nbsp;(969)";Обычная;;2130_279402;"Ставка Quickspin (Golden Glyph)  ";"-60.00 RUB";"3134.00 RUB ( 3134.00/0.00 )"
71031690540;"14.11.2022 16:55:30";"Quickspin&nbsp;(969)";Обычная;;2130_279402;"Ставка Quickspin (Golden Glyph)  ";"-60.00 RUB";"3074.00 RUB ( 3074.00/0.00 )"
71031698156;"14.11.2022 16:55:33";"Quickspin&nbsp;(969)";Обычная;;2130_279402;"Ставка Quickspin (Golden Glyph)  ";"-60.00 RUB";"3014.00 RUB ( 3014.00/0.00 )"
